idtram,nombre,secretaria,dependencia,visitas_totales,year
6257,Apertura de Licencia de Funcionamiento Comercial,Molango,Ayuntamiento de Molango,0,2023
7098,Registro de Defunción.,Huautla,Ayuntamiento de Huautla,0,2023
875,Inscripción de sentencia de divorcio.,Secretaría de Gobierno,Secretaría de Gobierno,0,2023
6276,Constancia de Dependencia Económica,Molango,Ayuntamiento de Molango,0,2023
6291,Permiso para construcción de gavetas en el panteón municipal,Molango,Ayuntamiento de Molango,0,2023
881,Inscripción de Resolución Administrativa de la Dirección del Registro del Estado Familiar,Secretaría de Gobierno,Secretaría de Gobierno,0,2023
6297,Introducción al Sistema de Drenaje,Molango,Ayuntamiento de Molango,0,2023
6292,Introducción a la Red de Agua Potable,Molango,Ayuntamiento de Molango,0,2023
885,Expedición de copia certificada de acta de matrimonio.,Secretaría de Gobierno,Secretaría de Gobierno,0,2023
887,Expedición de copia certificada de acta de reconocimiento de hijos.,Secretaría de Gobierno,Secretaría de Gobierno,0,2023
888,Expedición de copia certificada de acta de adopción.,Secretaría de Gobierno,Secretaría de Gobierno,0,2023
6321,Becas de apoyo Educativo,Molango,Ayuntamiento de Molango,0,2023
6334,Unidad Básica de Rehabilitación.,Molango,Ayuntamiento de Molango,0,2023
7106,Cobro del Impuesto Predial.,Huautla,Ayuntamiento de Huautla,0,2023
6341,Centro de Asistencia Infantil Comunitario,Molango,Ayuntamiento de Molango,0,2023
7107,Alta de un Contribuyente,Huautla,Ayuntamiento de Huautla,0,2023
6348,Constancia de no Infracción placa de circulación.,Molango,Ayuntamiento de Molango,0,2023
891,Expedición de copia certificada de acta de divorcio y concubinato.,Secretaría de Gobierno,Secretaría de Gobierno,0,2023
6353,Desayuno Escolar Frío,Molango,Ayuntamiento de Molango,0,2023
1768,Acta certificada urgente,Secretaría de Gobierno,Secretaría de Gobierno,0,2023
6381,Espacios de Alimentación Encuentro y Desarrollo,Molango,Ayuntamiento de Molango,0,2023
6378,Crecer en Familia,Molango,Ayuntamiento de Molango,0,2023
6388,Traslado de pacientes,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,0,2023
6387,Comedor Comunitario,Molango,Ayuntamiento de Molango,0,2023
6394,Prevención y Atención a Menores y Adolescentes en Riesgo,Molango,Ayuntamiento de Molango,0,2023
1782,Certificación de Nacimiento,Actopan,Ayuntamiento de Actopan,0,2023
1784,Inscripción de nacimiento de niños menores de 6 meses de edad,Actopan,Ayuntamiento de Actopan,0,2023
6398,Ayudas Técnicas,Molango,Ayuntamiento de Molango,0,2023
1785,Inscripción de nacimiento después de los 6 meses de edad,Actopan,Ayuntamiento de Actopan,0,2023
1786,Tramite de Pasaportes.,Actopan,Ayuntamiento de Actopan,0,2023
1788,Inscripción de Matrimonio,Actopan,Ayuntamiento de Actopan,0,2023
1789,Traslado De Restos Áridos,Atotonilco el Grande,Ayuntamiento de Atotonilco el Grande,0,2023
1791,Copia Certificada Del Registro (Acta),Atotonilco el Grande,Ayuntamiento de Atotonilco el Grande,0,2023
1800,Pago de Perpetuidad,Atotonilco el Grande,Ayuntamiento de Atotonilco el Grande,0,2023
1802,Permiso Temporal de Comercio,Atotonilco el Grande,Ayuntamiento de Atotonilco el Grande,0,2023
7159,TRÁMITES,Huautla,Ayuntamiento de Huautla,0,2023
6443,Constancia de no Infracción placa de circulación.,Molango,Ayuntamiento de Molango,0,2023
1804,Construcción de Capilla,Atotonilco el Grande,Ayuntamiento de Atotonilco el Grande,0,2023
6444,Actas Informativas.,Molango,Ayuntamiento de Molango,0,2023
7154,Arrendamiento de Auditorio,Zacualtipán,Ayuntamiento de Zacualtipán,0,2023
7167,Permiso de Baile,Huautla,Ayuntamiento de Huautla,0,2023
1807,Exhumación,Atotonilco el Grande,Ayuntamiento de Atotonilco el Grande,0,2023
7171,Registro de Fiero Quemador.,Huautla,Ayuntamiento de Huautla,0,2023
1808,Expedición de Actas Certificadas,El Arenal,Ayuntamiento de El Arenal,0,2023
7168,Permiso de la Galera Pública.,Huautla,Ayuntamiento de Huautla,0,2023
7172,Renovación del Registro de Fierro de Herrar,Huautla,Ayuntamiento de Huautla,0,2023
1810,Registro de Defunción,El Arenal,Ayuntamiento de El Arenal,0,2023
1809,Inscripción de la clave única de registro de población (CURP),El Arenal,Ayuntamiento de El Arenal,0,2023
1812,Inscripción de Sentencia Ejecutoriada,El Arenal,Ayuntamiento de El Arenal,0,2023
1813,Registro de Concubinato,El Arenal,Ayuntamiento de El Arenal,0,2023
1814,Permisos de Inhumación y Traslado de Cadáver,El Arenal,Ayuntamiento de El Arenal,0,2023
1811,Registro de Divorcio,El Arenal,Ayuntamiento de El Arenal,0,2023
1815,Cartillas de Servicio Militar,El Arenal,Ayuntamiento de El Arenal,0,2023
1816,Expedición de Constancias de Inexistencia de Registro,El Arenal,Ayuntamiento de El Arenal,0,2023
1817,Registro de Reconocimiento de Hijos,El Arenal,Ayuntamiento de El Arenal,0,2023
1818,Registro de Matrimonio,El Arenal,Ayuntamiento de El Arenal,0,2023
1819,Registro de Nacimiento,El Arenal,Ayuntamiento de El Arenal,0,2023
1820,Espacios Públicos.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1821,Construcción o instalación de monumentos criptas y capillas,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1822,Constancia de Productor Agrícola,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1823,Inhumación de cadáveres y restos,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1824,Inhumación de cadáveres y restos,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1825,Clausuras temporales o definitivas de comercios.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1827,Ocupación de Banquetas,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1828,Autorización de cierre de calles,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
6463,Constancia de comunidad indígena,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,0,2023
1829,Certificación De Documentos Oficiales,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1826,Realización de Espectáculos,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1830,Comerciantes con Puestos Semifijos.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
6465,Búsqueda de escritura\n,San Bartolo Tutotepec,Ayuntamiento de San Bartolo Tutotepec,0,2023
1831,Construcción o Instalación de monumentos criptas y capillas,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1832,Renovación Comercial,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1834,Constancia de Dependencia Económica.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1835,Constancia de Ingresos Económicos,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1833,Apertura Comercial,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1837,Constancia de Radicación,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1839,Aperturas y Renovaciones Comerciales,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1840,Comerciantes Ambulantes.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1841,Acta Informativa (Hechos Personales),Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1842,Constancia de Productor Ganadero,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
6468,DEPORTES FUTBOL SOCCER,Molango,Ayuntamiento de Molango,0,2023
7183,Registro de Fierro Quemador,Huautla,Ayuntamiento de Huautla,0,2023
1843,Apoyo De Ambulancia,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
6470,LIGA DE FUTBOLIN,Molango,Ayuntamiento de Molango,0,2023
1846,Guías De Transito Para La Movilización de Ganado Productos y Subproductos Pecuarios,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1845,Constancia de Posesión,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1844,Autorización de poda y tala de árboles (Diferentes especies),Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1847,Constancia de No faltas Administrativas,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1848,Inhumación de cadáveres y restos,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1849,Depósito de pensiones,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1850,Construcción de monumentos criptas y capillas,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1851,"Acta Informativa (Extravío de documentos, placas)",Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1852,Acta Convenio,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1853,Acta Administrativa ( Menor de edad),Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1855,Autorización para Romper Pavimento.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1854,Acta Administrativa ( Mayor de edad),Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
6472,LIGA DE FÚTBOL FEMENIL,Molango,Ayuntamiento de Molango,0,2023
1856,Constancia de Número Oficial.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
6474,Designación de alineamiento y numero oficial.\n,Molango,Ayuntamiento de Molango,0,2023
1858,Licencia de Construcción.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1857,Constancia de Alineamiento.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1859,Constancia de No Afectación de Áreas Verdes,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
6477,Designación de alineamiento y numero oficial.\n,Molango,Ayuntamiento de Molango,0,2023
1533,Evaluación en materia de Impacto Ambiental de Obra Pública.,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,0,2023
6488,Instancia para el desarrollo de las mujeres,Molango,Ayuntamiento de Molango,0,2023
1861,Construcción o instalación de monumentos criptas y capillas.,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1860,Inhumación de cadáveres y restos,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
6552,Permiso para solicitud de deslinde y/o Construcción,Molango,Ayuntamiento de Molango,0,2023
1863,Constancia de registro extemporáneo,San Salvador,Ayuntamiento de San Salvador,0,2023
1862,Depósito,Francisco I. Madero,Ayuntamiento de Francisco I. Madero,0,2023
1864,Registro de nacimiento de mayores de edad,San Salvador,Ayuntamiento de San Salvador,0,2023
6555,Asistencia Alimentaria,Molango,Ayuntamiento de Molango,0,2023
1865,Registro de nacimiento de menores de edad,San Salvador,Ayuntamiento de San Salvador,0,2023
6556,Constancia de no Afectación a Áreas Verdes.,Molango,Ayuntamiento de Molango,0,2023
1866,Copia certificada de acta de Defunción,San Salvador,Ayuntamiento de San Salvador,0,2023
1868,Inscripción de Predios Ocultos,San Salvador,Ayuntamiento de San Salvador,0,2023
1869,Registro de nacimiento para obtener la doble Nacionalidad,San Salvador,Ayuntamiento de San Salvador,0,2023
1867,Constancia de no Registro de Nacimiento,San Salvador,Ayuntamiento de San Salvador,0,2023
1870,Reimpresión de la C.U.R.P,San Salvador,Ayuntamiento de San Salvador,0,2023
6564,Constancia de no Afectación a Áreas Verdes.,Molango,Ayuntamiento de Molango,0,2023
1871,Cambio de Nombre del Contrato,San Salvador,Ayuntamiento de San Salvador,0,2023
1873,Constancia de no registro de matrimonio,San Salvador,Ayuntamiento de San Salvador,0,2023
1872,Doble Nacionalidad,San Salvador,Ayuntamiento de San Salvador,0,2023
1875,Constancia De Ingresos Económicos,San Salvador,Ayuntamiento de San Salvador,0,2023
1876,Registro de Matrimonio civil,San Salvador,Ayuntamiento de San Salvador,0,2023
1877,Registro de Divorcio,San Salvador,Ayuntamiento de San Salvador,0,2023
1874,CONSTANCIA DE NO REGISTRO DE DEFUNCIÓN,San Salvador,Ayuntamiento de San Salvador,0,2023
1878,Reconocimiento de Hijo,San Salvador,Ayuntamiento de San Salvador,0,2023
1879,Cartilla de Identidad del Servicio Militar Nacional,San Salvador,Ayuntamiento de San Salvador,0,2023
1881,Identidad de Persona con Anotación Marginal,San Salvador,Ayuntamiento de San Salvador,0,2023
1882,Cobro del Impuesto Predial,San Salvador,Ayuntamiento de San Salvador,0,2023
1883,Copia certificada de acta de Nacimiento,San Salvador,Ayuntamiento de San Salvador,0,2023
1884,Reconocimiento de hijo por sentencia ejecutoriada,San Salvador,Ayuntamiento de San Salvador,0,2023
1885,Constancia De Radicación con Fotografía,San Salvador,Ayuntamiento de San Salvador,0,2023
1887,Copia certificada de acta de matrimonio,San Salvador,Ayuntamiento de San Salvador,0,2023
1886,Constancia De Radicación,San Salvador,Ayuntamiento de San Salvador,0,2023
1888,ALTA DE LA C.U.R.P,San Salvador,Ayuntamiento de San Salvador,0,2023
1889,Copia certificada de acta de Divorcio,San Salvador,Ayuntamiento de San Salvador,0,2023
1890,Avaluó Catastral,San Salvador,Ayuntamiento de San Salvador,0,2023
1891,Corrección de la C.U.R.P,San Salvador,Ayuntamiento de San Salvador,0,2023
1892,Constancia De Identidad,San Salvador,Ayuntamiento de San Salvador,0,2023
1893,Registro de Nacimiento Extemporáneo,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1894,"Expedición de actas certificadas (nacimiento, matrimonio, defunción, reconocimiento de hijos)",Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1895,Anotación de Actas Ordenadas por Autoridades de la Resolución Judicial o Administrativa (Divorcios),Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1896,Constancia de Soltería,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1898,Inhumación de cadáveres o restos,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1897,Constancia de Residencia,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1899,Registro de Defunción,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1900,Constancia de Identidad,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1901,Constancia de Bajos Recursos,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1902,Constancia Modo Honesto de Vivir,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1903,Registro de Nacimiento,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1906,Constancia Solvencia Moral,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1907,Constancia de Dependencia Económica,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1905,Registro de Reconocimiento de Hijos,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1908,Registro de Matrimonio,Agua Blanca,Ayuntamiento de Agua Blanca,0,2023
1911,Registro de Nacimiento,Almoloya,Ayuntamiento de Almoloya,0,2023
1912,PAQUETES DE POLLOS Y PAVOS,Almoloya,Ayuntamiento de Almoloya,0,2023
1915,PROGRAMA DE BEN MUJER EMPRENDE AYUDA CON MICROCREDITOS,Almoloya,Ayuntamiento de Almoloya,0,2023
1916,CURSOS PARA MUJERES EMPRENDEDORAS,Almoloya,Ayuntamiento de Almoloya,0,2023
1917,ASESORIA JURIDICA Y PSICOLÓGICA GRATUITA PARA MUJERES QUE HAYAN SUFRIDO VIOLENCIA,Almoloya,Ayuntamiento de Almoloya,0,2023
1919,Aparatos Auditivos (DiF),Almoloya,Ayuntamiento de Almoloya,0,2023
1922,Traslación de Dominio,Almoloya,Ayuntamiento de Almoloya,0,2023
1925,Contrato de Toma de Agua Potable,Almoloya,Ayuntamiento de Almoloya,0,2023
1927,MEDICAMENTOS PARA MUJERES DE ESCASOS RECURSOS,Almoloya,Ayuntamiento de Almoloya,0,2023
1928,Proyectos productivos “ Hacia una vida mejor “,Secretaría Ejecutiva de la Política Pública Estatal,Secretaría Ejecutiva de la Política Pública Estatal,0,2023
7315,Arrendamiento de Auditorio,Zacualtipán,Ayuntamiento de Zacualtipán,0,2023
7332,Inscripción de Acta de Reconocimiento de hijo.,Zacualtipán,Ayuntamiento de Zacualtipán,0,2023
7909,"Apoyo a incendios forestales, casa-habitación y /o vehículos",Tasquillo,Ayuntamiento de Tasquillo,0,2023
6890,Credencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,0,2023
7922,Fichas de Admisión,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,0,2023
7924,concurso estatal de declamación,Secretaría de Bienestar e Inclusión Social,Instituto Hidalguense de la Juventud,0,2023
6897,Constancia de Ingresos económicos,San Felipe Orizatlán,Ayuntamiento de San Felipe Orizatlán,0,2023
7675,Platicas de prevención del delito,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
7678,Platicas de prevención del delito,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
8221,Calidad de Vida,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
7676,Platicas de prevención del delito,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
8224,ACTAS INFORMATIVAS,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,0,2023
8223,ASESORÍAS LEGALES,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,0,2023
8231,"Garantizar el cumplimiento, protección y ejercicio de los derechos de las niñas, niños y adolescentes",Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,0,2023
6936,Titulacion,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,0,2023
8244,Constancia de ingresos económicos,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,0,2023
8248,CREDENCIAL INAPAM,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,0,2023
7950,Apoyo de Protección Civil para quema de castillo en las comunidades que así lo soliciten,Tasquillo,Ayuntamiento de Tasquillo,0,2023
7958,Visto Bueno para locales y negocios en materia de proteccion civil.,Tasquillo,Ayuntamiento de Tasquillo,0,2023
8272,Abanderamiento de algún servicio familiar o social,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,0,2023
8286,Apoyo de seguridad a fiestas patronales y eventos sociales,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,0,2023
1579,Refrendo de vehículos destinados al transporte de personas discapacitadas.,Secretaría de Hacienda,Secretaría de Hacienda,0,2023
7450,Curso Propedéutico,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,0,2023
7714,Permiso para Construcción de Capilla Individual,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7716,Licencia de Baile Publico,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7715,Licencia de Baile Publico,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7723,Servicio de estantería abierta,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7721,Seguro de Vida para Jefas de Familia,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8304,Programa de Desarrollo de Actividades Productivas (PRODAP),Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,0,2023
8002,Subsidio de transporte,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7726,Carta de Recomendación,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8004,Desarrollo Rural y Agropecuario,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8005,Desarrollo Rural y Agropecuario,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8006,Fomento ganadero de la SADER,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7730,Expedición de Constancia de Productor,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8007,Fomento ganadero de la SADER,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7731,Expedición de Constancia de Productor,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7734,Constancia de Baja de Servicios,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8011,Constancia de Productor Pecuario,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7740,Constancia de origen,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7741,Constancia de origen,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8320,Constancia de alineamiento,Nopala de Villagrán,Ayuntamiento de Nopala de Villagrán,0,2023
7522,Servicios de equinoterapia,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,0,2023
7756,"Pago de Impuesto Predial Urbano Clasificación ""C""",Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
1611,*** NO PUBLICAR *** Licencia de Uso de Suelo para Fraccionar,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,0,2023
7773,Conocimiento de Hechos,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
1618,Gastos de Administración,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,0,2023
7083,Expedición de copia certificada de Acta de Nacimiento.,Huautla,Ayuntamiento de Huautla,0,2023
7540,"ADMISIÓN, INSCRIPCIÓN Y REINSCRIPCION",Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,0,2023
7783,Constancia de Buena Conducta,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7084,Expedición de copia certificada de Acta de Defunción.,Huautla,Ayuntamiento de Huautla,0,2023
7085,Expedición de copia certificada Acta de Matrimonio.,Huautla,Ayuntamiento de Huautla,0,2023
8477,Reporte ciudadano de unidades económicas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
7788,Constancia de Posesión,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8480,Constancia de Domicilio,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8484,Constancia de Origen,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
7794,Constancia de Guardia y Custodia Provisional,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7795,Difusión de centros eco turísticos,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
7796,Difusión de centros eco turísticos,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8487,Reconocimiento de hijos,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
7793,Constancia de Guardia y Custodia Provisional,Nicolás Flores,Ayuntamiento de Nicolás Flores,0,2023
8491,Constancia de Modo Honesto de Vivir,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8496,Inscripción de Divorcio,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8497,Registro de defunción,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8367,Asesoría Jurídica.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8368,Tramite de Precartilla del SMN,Calnali,Ayuntamiento de Calnali,0,2023
8369,Derribe y desrame de arboles,Calnali,Ayuntamiento de Calnali,0,2023
7819,EXHORTOS O CITATORIOS,Xochicoatlán,Ayuntamiento de Xochicoatlán,0,2023
8507,Acta informativa por extravío de tarjetón de vehículo,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8080,Constancia de Posesión,Jaltocán,Ayuntamiento de Jaltocán,0,2023
8083,Constancia de Productor Porcino,Jaltocán,Ayuntamiento de Jaltocán,0,2023
8511,Acta informativa por extravío de holograma y/o engomado vehicular,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8755,nuevo,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8085,Constancia de Productor Bovino,Jaltocán,Ayuntamiento de Jaltocán,0,2023
8514,Acta informativa de conversión de vehículo,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8516,Acta informativa por cambio de motor a una unidad vehicular,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8378,Certificación Oficial o Copia Certificada de Documento,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
7831,Atención Psicológica y/o Consejería,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
8380,Asesoría Jurídica.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8521,Acta informativa por maltrato de pasaporte,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8095,Ayudas funcionales,Jaltocán,Ayuntamiento de Jaltocán,0,2023
7838,Atención Psicológica y/o Consejería,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
8099,Registro Nacional de Peso y Talla,Jaltocán,Ayuntamiento de Jaltocán,0,2023
8524,Acta Responsiva de Menor,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8386,Inscripción de Extranjero,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8526,Acta Informativa de Dependencia Económica,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
7841,Atención Psicológica y/o Consejería,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
8103,Medicina General,Jaltocán,Ayuntamiento de Jaltocán,0,2023
8104,Terapia Física,Jaltocán,Ayuntamiento de Jaltocán,0,2023
8392,Servicio de talleres y capacitaciones para los jóvenes,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8105,Terapia Ocupacional,Jaltocán,Ayuntamiento de Jaltocán,0,2023
8393,Servicio de talleres y capacitaciones para los jóvenes,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8533,Acta Informativa de robo y/o destrucción total o parcial de medidor de agua y/o luz,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8396,Solicitud de las Instalaciones de la Unidad Deportiva,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8398,Solicitud de apoyo a deportistas de alto rendimiento,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8797,Prevención de adicciones: Ponte alerta,Zimapán,Ayuntamiento de Zimapán,0,2023
8537,Autorización para derribo de árboles,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8400,Servicio de mantenimiento de parques y jardines,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8799,Cobro de impuesto predial,Zimapán,Ayuntamiento de Zimapán,0,2023
8803,Abanderamiento a hechos de tránsito terrestre.,Zimapán,Ayuntamiento de Zimapán,0,2023
8401,Servicio de mantenimiento de parques y jardines,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8539,Autorización para poda de árboles,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8402,Estrategias de Prevención Escolar,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8805,Operativos Intermunicipales.,Zimapán,Ayuntamiento de Zimapán,0,2023
8540,Autorización para poda de árboles,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8807,Constancia de origen,Zimapán,Ayuntamiento de Zimapán,0,2023
8403,Estrategias de Prevención Escolar,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8538,Autorización para derribo de árboles,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8404,Inspecciones sobre requerimientos normativos de protección civil a todo tipo de comercio e industrias,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8808,Constancia de valor fiscal.,Zimapán,Ayuntamiento de Zimapán,0,2023
8405,Inspecciones sobre requerimientos normativos de protección civil a todo tipo de comercio e industrias,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8810,Cartilla del Servicio Militar Nacional,Zimapán,Ayuntamiento de Zimapán,0,2023
