Idtram,Nombre,Modalidad,Secretaria,Dependencia,Domicilio,Visitas RUTS
8934,"Reinscripción: 2°,3°,4°,5° y 6° Semestre Bachillerato del Estado de Hidalgo",Presencial,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,172
8939,Titulación UPMH,Presencial,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,530
8946,Asignación de Intérpretes de Lengua Indígena Certificados,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,186
8952,Credencial de Afiliación del IAAMEH,Presencial,Secretaría de Bienestar e Inclusión Social,Instituto para la Atención de las y los Adultos Mayores,Calle 103 Ex-Hacienda de Guadalupe 42050 Pachuca De Soto Pachuca De Soto,118
8954,Estudio de prefactibilidad en polígonos para proyectos energéticos.,Presencial,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,226
8956,Opinión de Cumplimiento de Obligaciones Fiscales Estatales,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,41457
8983,Dictamen de Impacto en la Movilidad,Presencial,Secretaría de Movilidad y Transporte,Secretaría de Movilidad y Transporte,Calle S/N Periodistas 42060 Pachuca De Soto Pachuca De Soto,940
8984,Reposición de certificado o constancia del ICATHI,Presencial,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Calle Lote 17 San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,1145
9011,Tienda en línea Margarita Michelena.,Presencial,Secretaría de Cultura,Consejo Estatal para la Cultura y las Artes de Hidalgo,Avenida S/N Centro 42000 Pachuca De Soto Pachuca De Soto,318
9036,Cesión de Derechos - Comisión Estatal de Vivienda,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,3512
9037,Órdenes de escrituración - Comisión Estatal de Vivienda,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,2060
9038,Elaboración de Escrituras - Comisión Estatal de Vivienda,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,10207
9072,Admisión- UICEH,Presencial,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera s/n El Desdavi 43487 El Desdavi Tenango De Doria,2716
9073,Historial académico UICEH,Presencial,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera s/n El Desdaví 43487 El Desdavi Tenango De Doria,297
9074,Constancia escolar UICEH,Presencial,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera s/n El desdavì 43487 El Desdavi Tenango De Doria,73
9075,"Asesoría técnica, especializada en agricultura sustentable.",Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Calle 148 La Reforma 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,319
9077,Credencialización UICEH,Presencial,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera s/n El Desdavì 43487 El Desdavi Tenango De Doria,52
9142,Directorio de Prestadores de Servicios Artísticos y Culturales,Presencial,Secretaría de Cultura,Consejo Estatal para la Cultura y las Artes de Hidalgo,Avenida 200 Periodistas 42060 Pachuca De Soto Pachuca De Soto,3
9182,Pago a plazos de contribuciones en materia Federal (DGAC),Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Boulevard 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,
9229,Canje de Placas,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 801 Canutillo 42060 Pachuca De Soto Pachuca De Soto,82305
9337,Pago a plazos de contribuciones en materia Estatal (DGAC),Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Boulevard No. 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,335
9364,Servicio: Asesoría especializada en Acompañamiento y Desarrollo Empresarial,Presencial,Secretaría de Desarrollo Económico,Instituto Hidalguense de Competitividad Empresarial,Calle 605 Venta Prrieta 42083 Pachuca De Soto Pachuca De Soto,528
9518,Inscripción a cursos de Educación Continua UTHH,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Carretera S/N Tepoxteco 43000 Tepoxteco Huejutla De Reyes,276
9789,"Servicio de seguridad en las modalidades de protección, custodia, vigilancia y traslado.",Presencial,Secretaría de Seguridad Pública,Policía Industrial Bancaria del Estado de Hidalgo,Calle 210A Santa Julia 42080 Pachuca De Soto Pachuca De Soto,3554
9832,Pago Anual del Servicio de Agua,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial la Paz 42092 Pachuca De Soto Pachuca De Soto,30
9858,Curso de Idiomas (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Calle 2000 Cinta Larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,378
9885,Arrendamiento de salas y espacios en el Parque Científico y Tecnológico de Hidalgo (PCYTH),Presencial,Organismos No Sectorizados,"Consejo de Ciencia, Tecnología e Innovación de Hidalgo (CITNOVA)",Boulevard 3 La Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,165
9914,Registro de Personas Profesionales y Profesionistas para Expedir el Estudio de Impacto en la Movilidad,Presencial,Secretaría de Movilidad y Transporte,Secretaría de Movilidad y Transporte,Calle s/n Periodistas 42060 Pachuca De Soto Pachuca De Soto,
9918,Garantias del Interes Fiscal (Federal),Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Boulevard 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,165
9919,Garantias del Interes Fiscal (Estatal),Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Boulevard 801 Canutillo 42070 Pachuca De Soto Pachuca De Soto,243
9920,Remates en línea,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Boulevard 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,196
9946,Inscripción a curso de capacitación para obtener licencia federal tipo B y C,Presencial,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,331
9947,Constancia de Estudios UNIDEH.,Presencial,Secretaría de Educación Pública,Universidad Digital del Estado de Hidalgo,Boulevard Mza. 10 Santa Catarina 42163 San Miguel Tornacuxtla San Agustín Tlaxiaca,291
9948,Historial Académico UNIDEH,Presencial,Secretaría de Educación Pública,Universidad Digital del Estado de Hidalgo,Boulevard Mza. 10 Santa Catarina 42163 San Miguel Tornacuxtla San Agustín Tlaxiaca,223
9949,Certificado de Estudios UNIDEH,Presencial,Secretaría de Educación Pública,Universidad Digital del Estado de Hidalgo,Boulevard Mza. 10 Santa Catarina 42163 San Miguel Tornacuxtla San Agustín Tlaxiaca,443
9950,"Titulación Nivel Licenciatura, Grado Académico Maestría y Especialidad UNIDEH.",Presencial,Secretaría de Educación Pública,Universidad Digital del Estado de Hidalgo,Boulevard Mza. 10 Santa Catarina 42163 San Miguel Tornacuxtla San Agustín Tlaxiaca,306
9951,Propedéutico UNIDEH.,Presencial,Secretaría de Educación Pública,Universidad Digital del Estado de Hidalgo,Boulevard Mza. 10 Santa Catarina 42163 San Miguel Tornacuxtla San Agustín Tlaxiaca,
9953,Inscripción/Reinscripción UNIDEH.,Presencial,Secretaría de Educación Pública,Universidad Digital del Estado de Hidalgo,Boulevard Mza. 10 Santa Catarina 42163 San Miguel Tornacuxtla San Agustín Tlaxiaca,
9957,Dictamen de Equivalencia (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Carretera Mixquiahuala- Tula km.2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,113
9958,Curso de Asignatura de 120 horas o más,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Mixquiahuala de Juárez 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,
9961,Designación de Persona Beneficiaria de la Concesión del Servicio de Transporte Público,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
9974,Préstamo con maquinaria especializada para la nivelación de tierras agrícolas.,Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera s/n Venta Prieta, Ex Centro Minero. 42080 Pachuca De Soto Pachuca De Soto",405
10035,Publicaciones e impresiones (Materia Catastral Compendio Catastral),Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,84
10054,Educación artística media superior y superior,Presencial,Secretaría de Cultura,Escuela de Música del Estado de Hidalgo,Calle 201 Centro 42000 Pachuca De Soto Pachuca De Soto,17
10078,Inscripción registro de perito Topográfo (Catastral),Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,836
10079,Refrendo anual perito topográfo,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,249
10080,Becas para la Transformación de Estudiantes de Instituciones de Educación Superior,Presencial,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,22100
10095,Financiamiento para Estudios de Nivel Superior,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Financiamiento a la Educación Superior,Calle 100 Lomas Residencial Pachuca 42094 Pachuca De Soto Pachuca De Soto,740
10106,Copia de Ortofoto a color escala 1:1000,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,174
10408,Autorización de Centro de Asesoría Particular de Preparatoria Abierta,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito S/N La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,436
10479,Inscripción a la UICEH,Presencial,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera 1 el desadavi 43487 El Desdavi Tenango De Doria,553
10519,Admisión UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,
10521,Historial Académico UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicio Conocido 42660 Tepatepec Francisco I. Madero,
10522,Constancia Escolar UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,314
10523,Certificado Parcial UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,72
10524,Cursos de Educación Continua UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Tepatepec 42660 Tepatepec Francisco I. Madero,100
10525,Certificado de Estudios UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,51
10549,Titulación en la UICEH,Presencial,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera S/N EL DESDAVI 43487 El Desdavi Tenango De Doria,105
10550,Reinscripción a la UICEH,Presencial,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera 0 El Desdavi 43487 El Desdavi Tenango De Doria,202
10562,Examen TOEFL UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicio conocido 42660 Tepatepec Francisco I. Madero,247
10570,Aclaración por Cargo de Corte y Reconexión,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Calle 300-B Morelos 42040 Pachuca De Soto Pachuca De Soto,
10587,Asesoría Jurídica en Derechos Humanos,Presencial,Secretaría de Gobierno,Secretaría de Gobierno,Avenida 201 REAL DE MINAS 42090 Pachuca De Soto Pachuca De Soto,653
10588,Escrituras Públicas para personas que han tenido en posesión un predio,Presencial,Secretaría de Gobierno,Secretaría de Gobierno,Avenida 1010 Periodistas 42060 Pachuca De Soto Pachuca De Soto,1303
10600,Constancia de Estudios (CEH),En línea,Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Boulevard 3 Circuito de la Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,74
10605,Modificación de Tipo de Perito en el Padrón,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,38
10606,Atención al empoderamiento.,Presencial,Secretaría de Gobierno,Centro de Justicia Para Mujeres,Calle 118 San Carlos 42084 Pachuca De Soto Pachuca De Soto,125
10607,"Proceso y trámite de Adopción de Niñas, Niños y Adolescentes",Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 118 Centro 42000 Pachuca De Soto Pachuca De Soto,
10614,Licencia para conducir vehículos,Presencial,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,Boulevard sin número Valle de San Javier 42086 Pachuca De Soto Pachuca De Soto,
10616,Jardines Polinizadores ó farmacias vivientes,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Comisión Estatal de Biodiversidad de Hidalgo,Calle 2005 Coscotitlán 42064 Pachuca De Soto Pachuca De Soto,206
10617,"Capacitaciones, platicas o talleres sobre el cuidado y la conservación de la biodiversidad",Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Comisión Estatal de Biodiversidad de Hidalgo,Boulevard 2005 Coscotitlán 42064 Pachuca De Soto Pachuca De Soto,266
10618,Uso de la Plataforma Naturalista,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Comisión Estatal de Biodiversidad de Hidalgo,Boulevard 2005 Coscotitlán 42064 Pachuca De Soto Pachuca De Soto,31
10619,Monitoreo y opiniones técnica en materia de Biodiversidad,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Comisión Estatal de Biodiversidad de Hidalgo,Boulevard 2005 Coscotitlán 42064 Pachuca De Soto Pachuca De Soto,42
10661,Servicios y Entrega de Apoyos sobre la Cadena Productiva Café,Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,
10662,Credencial de Identificación Escolar (CEH),Presencial,Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Boulevard 3 De La Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,806
10781,Reporte de Agua Sucia en Toma Domiciliaria,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Calle S/N Industrial La Paz 42092 Pachuca De Soto Pachuca De Soto,
10782,Venta de Agua Potable y Tratada en Pipa,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial La Paz 42092 Pachuca De Soto Pachuca De Soto,1168
10793,Becas Institucionales UPP,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N de Santa Bárbara 43380 Zempoala Zempoala,292
10806,Transformando con la Juventud,Presencial,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,Calle 305 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,6459
10814,Tu Experiencia Transforma,Presencial,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,Calle 305 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,1790
10825,Acompañamiento a los municipios para la implementación de estrategias que impulsen el desarrollo económico local,Presencial,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,Calle 305 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,119
10837,Admisión COBAEH,Presencial,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,"Circuito Lote 17, San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca",498
10838,"Expedición, Renovación o Reposición por Robo o Extravío del Tarjetón para Personas que Conducen Unidades Autorizadas por el Sistema de Transporte Convencional",Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
10839,Conciliación prejudicial laboral,Presencial,Secretaría de Trabajo y Previsión Social,Centro de Conciliación Laboral del Estado de Hidalgo,Avenida 394 La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,
10840,Orientación Jurídica,Presencial,Secretaría de Trabajo y Previsión Social,Centro de Conciliación Laboral del Estado de Hidalgo,Avenida 394 La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,
10842,Copias certificadas de los convenios y constancias del procedimiento de conciliación,Presencial,Secretaría de Trabajo y Previsión Social,Centro de Conciliación Laboral del Estado de Hidalgo,Avenida 394 La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,
10850,"Suministro e instalación de mojonera de hormigon de 40 cms. de largo y 10 cms. de diametro con una varilla al centro de 1/2"", para identificación de vertices que delimitan perimetrales de predio",Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,333
10856,Supervisión para Servicio de Desazolve y Elaboración de Presupuesto,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial La Paz 42092 Pachuca De Soto Pachuca De Soto,70
10878,Equivalencia de Estudios UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle sn Domicilio conocido 42660 Tepatepec Francisco I. Madero,75
10885,Cambio de Propietario,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 1 Centro 42500 Actopan Actopan,25387
10912,Expedición de Tarifario,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,1225
10913,Actualización del Registro de Proveedores (Persona Moral),Presencial,Secretaría de Contraloría,Secretaría de Controlaría,"Carretera 0 Venta Prieta, Ex Centro Minero 42083 Pachuca De Soto Pachuca De Soto",1163
10926,Padrón de las personas artesanas Hidalguenses,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle s/n Periodistas 42060 Pachuca De Soto Pachuca De Soto,
10927,Gestión de Créditos,Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,182
10928,Pago de multa por incomparecencia del patrón en el procedimiento de conciliación,Presencial,Secretaría de Trabajo y Previsión Social,Centro de Conciliación Laboral del Estado de Hidalgo,Avenida 394 La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,
10941,Apoyo Para el Bienestar y Desarrollo,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Boulevard S/N Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,18307
10970,Asignación de Servicio Social UPP,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera s/n Rancho Luna 43830 Zempoala Zempoala,453
10972,Asesoría Legal En Materia Notarial,Presencial,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,49
10973,Por Búsqueda de Testamento y Expedición de Constancia,Presencial,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,109
10974,Por la Expedición de Copias Certificadas de Escrituras Resguardadas en el Archivo General de Notarías,Presencial,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,222
10975,Por expedición de primeros y segundos testimonios,Presencial,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,83
10976,Por informe de aviso de testamento,Presencial,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,40
10977,Quejas administrativas en contra de las y los Notarios Públicos durante el ejercicio de su función,Presencial,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,37
10980,Trámite de pista para aterrizaje,Presencial,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,Carretera kM. 84.5 Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,167
10981,"Inscripción de la designación, aceptación o discernimiento del cargo de albacea. Declaración y reconocimiento de herederos en un solo documento.",Presencial,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,25
11001,Arrendamiento de unidad móvil o unidad terrena evento de 8 hrs. Para Plataformas digitales con operador,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,
11008,Verificación energética en centros de carga eléctrica con tarifa empresarial menor a 100 kW.,Semi presencial,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,89
11018,Expedición de constancias de documentos que obran en la Dirección General de Profesiones,Presencial,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito S/N Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,70
11019,Verificación energética en centros de carga eléctrica con tarifa comercial hasta 25 kW.,Semi presencial,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,103
11021,Verificación energética en centros de carga eléctrica con tarifa de uso domestico (DAC),Semi presencial,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,128
11022,Cursos de capacitación a prestadores de servicios turísticos y personal de primer contacto,Presencial,Secretaría de Turismo,Secretaría de Turismo,Boulevard 340 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,20
11023,Inscripción Nivel Posgrado UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,55
11024,Trámite de pernocta,Presencial,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,Carretera S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,104
11026,"Patrocinio en radio de 20""",Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Calle KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,
11027,Patrocinio en Radio de 30 segundos.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,54
11028,"Patrocinio en Plataformas digitales de 20""",Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,
11029,"Patrocinio en Plataformas digitales de 30""",Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,
11030,"Producción de Patrocinios Radio 20"" Todas las Estaciones",Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,
11031,Producción de Patrocinios Radio 30 segundos Todas las Estaciones.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,33
11033,Arrendamiento de infraestructura de estación repetidora de transmisión.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,35
11034,Arrendamiento de set virtual,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,33
11035,Arrendamiento de estudio de grabación musical.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,33
11036,Arrendamiento de cabina de audio.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,23
11037,Arrendamiento de foro de contenido audiovisual.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,21
11038,Arrendamiento de planta de luz con remolque evento de 8 hrs. con operador.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,19
11039,Arrendamiento de equipo portátil de Plataformas digitales evento de 8 hrs. Con operador,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,
11041,Producción de Patrocinios para TV o Redes 20 segundos,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,37
11042,"Producción de Patrocinios para Plataformas digitales 30""",Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,
11043,Control remoto de Radio en Red Estatal de Radio.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,34
11044,Presencia de Productor patrocinador por Hora en Plataformas Digitales,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,
11045,Transmisión de Programa por Hora en red estatal de Radio o plataformas digitales,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,
11046,Entrevista en Radio evento de 5 minutos,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,18
11047,Entrevista en Plataformas digitales eventos de 5 minutos,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,
11048,Entrevista en red estatal de Radio evento de 5 minutos,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,20
11049,Transmisión por hora en Radio.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Carretera Km Primario 42080 Pachuca De Soto Pachuca De Soto,16
