Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto
1694.0,Pago de arrendamiento,Oficialía Mayor,Oficialía Mayor,Calle 100 B Ex Hacienda de Guadalupe 42050 Pachuca De Soto Pachuca De Soto,Social,14400,1,0,,288,0,100,FALSO
1705.0,Inscripción ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle sin numero Huichapan 42411 Huichapan Huichapan,Social,20,0,6,Nivel 1,575,0,100,VERDADERO
1706.0,Declaración de Impuestos Estatales,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,1440,2,2,,221437,0,100,FALSO
1707.0,Declaración de ISR Enajenación de Bienes Inmuebles Impuestos Federales Coordinados,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,120,2,6,,16181,0,100,FALSO
1708.0,Devolución por Concepto de Pago de lo Indebido Estatal,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,14400,1,2,,97,61,61.39240506,FALSO
1715.0,Pago de Créditos Fiscales Estatales,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,20,2,1,,647,0,100,FALSO
1717.0,Pago de Créditos Fiscales Federales Coordinados,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,20,2,1,,0,0,0,FALSO
1718.0,Compensación por concepto de pago de lo indebido estatal,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,86400,1,0,,87,0,100,FALSO
1721.0,Declaración de ISAN,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,60,2,2,,476,0,100,FALSO
1730.0,Movimientos y Actualización al Padrón Estatal de Contribuyentes,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,20,1,5,Nivel 3.1,4649,0,100,FALSO
1735.0,Alta de vehículo particular,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,20,2,8,,67874,0,100,VERDADERO
1736.0,Baja de vehículo particular,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,20,1,2,,14448,0,100,VERDADERO
1738.0,Expedición de Placas de Demostración para Vehículos de Agencia,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Empresarial,20,2,1,Nivel 3.7,5,0,100,VERDADERO
1742.0,Baja de vehículo de transporte público.,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,20,1,3,,1626,0,100,VERDADERO
1746.0,Reposición de Tarjeta de Circulación por Pérdida o Actualización Datos,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,1440,1,3,,1535,0,100,VERDADERO
1747.0,Inscripción al Registro Estatal de Contribuyentes,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,1440,1,1,Nivel 3.1,0,0,0,FALSO
1780.0,Laboratorio de Constatación de Leche.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Boulevard s/n San Miguel la Higa 42188 San Miguel La Higa Mineral De La Reforma,Ambos,1440,0,1,Nivel 2,78,0,100,VERDADERO
4806.0,Equivalencia de Estudios UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,44640,1,4,Nivel 3.7,14,0,100,VERDADERO
4904.0,Reinscripción UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,2880,0,3,Nivel 3.7,7750,0,100,VERDADERO
5041.0,Inscripción De las Demás Zonas por división (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,Ambos,,1,5,,47334,0,100,VERDADERO
5055.0,"Certificaciones. (Registro Público de la Propiedad y del Comercio, Registro de Crédito Agrícola)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,Ambos,,1,1,,47334,0,100,VERDADERO
5056.0,Cancelación de Inscripción. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,47334,0,100,VERDADERO
5206.0,Servicios de Psicología para Mujeres Jóvenes.,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,60,1,0,,714,0,100,FALSO
5207.0,Orientación Vocacional para Mujeres Jóvenes.,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,,1,0,,577,0,100,FALSO
5516.0,Expedición de Permiso de circulación.,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,10,1,3,,546,0,100,VERDADERO
5517.0,Baja Administrativa de Vehículos,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,10,1,1,,3168,0,100,VERDADERO
5518.0,Alta de vehículo de transporte público,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,30,3,6,,1782,0,100,VERDADERO
5575.0,Ampliación de Periodo de Verificación Vehícular Extemporánea,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,Social,,0,3,Nivel 1,20,10,66.66666667,FALSO
5805.0,Licitaciones Públicas,Oficialía Mayor,Oficialía Mayor,Calle 901 Jardin Colón 42000 Pachuca De Soto Pachuca De Soto,Social,0,0,0,,583,0,100,FALSO
5911.0,Visita Guiada al Parque Ecológico Cubitos,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,Social,,0,0,Nivel 1,1500,1500,50,VERDADERO
6110.0,Titulación (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,48960,0,1,,372,0,100,VERDADERO
6112.0,Constancia de Residencia Profesional (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,21600,0,0,,374,0,100,VERDADERO
6251.0,Atención Jurídica en Materia Familiar y Penal a Mujeres en Situación de Violencia de Género.,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin Número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,120,3,0,,5857,0,100,FALSO
6256.0,Atención de Trabajo Social a Mujeres en Situación de Violencia de Género,Secretaría de Gobierno,Ciudad de las Mujeres,Calle sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,45,6,0,,1219,0,100,FALSO
6609.0,Inscripción UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,Social,1440,0,3,Nivel 3.9,850,0,100,VERDADERO
6613.0,Reinscripción UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,Social,1440,0,1,Nivel 3.9,2419,0,100,VERDADERO
6668.0,Compulsa de documentos,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,Ambos,,0,0,,1426,0,100,FALSO
6730.0,Donación de Planta Forestal para Reforestación,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,Social,7200,0,0,,10,8,55.55555556,FALSO
6779.0,"Visita al Parque Nacional ""El Chico""",Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Carretera km. 7.5 Mineral del Chico 0 Pachuca De Soto Pachuca De Soto,Social,,0,0,,1700,1700,50,VERDADERO
6876.0,Inscripción UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42344 Zimapán Zimapán,Social,,0,4,,233,0,100,VERDADERO
6879.0,Examen de Ingreso UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 0 Zimapán Zimapán,Social,,0,1,,233,0,100,VERDADERO
6894.0,Solicitud de Examen de Admisión UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,4320,0,3,Nivel 3.7,1836,0,100,VERDADERO
6895.0,Certificados de Estudios Parciales y Totales UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,12960,0,3,Nivel 3.7,19,0,100,VERDADERO
6919.0,Historial Académico UTSH,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,Social,,0,1,,463,0,100,VERDADERO
6923.0,Reposición de credencial UTSH,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,Social,,0,1,,188,0,100,VERDADERO
6930.0,Reinsripción UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42350 Zimapán Zimapán,Social,7200,0,1,Nivel 1,1347,0,100,VERDADERO
6932.0,Constancia Escolar UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42350 Zimapán Zimapán,Social,1440,0,1,Nivel 1,269,0,100,VERDADERO
7033.0,Titulación UTHH,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,Social,259200,0,3,Nivel 2,1323,0,100,VERDADERO
7078.0,"Prestación de servicios del Polideportivo, Gimnasio Presidente Miguel Alemán y el estadio de béisbol G. Alfonso Corona del Rosal del Instituto Hidalguense del Deporte",Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Calle 104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,Social,10,1,0,Nivel 1,650,20,97.01492537,VERDADERO
7111.0,Publicaciones e impresiones (Materia Catastral Intructivo de Valuación),Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,4320,0,1,,0,0,0,VERDADERO
7140.0,Preinscripción a Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,30,0,2,Nivel 1,2398,0,100,VERDADERO
7147.0,Inscripción a Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,20,0,6,Nivel 1,2657,0,100,VERDADERO
7150.0,Certificación de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,21600,0,6,Nivel 1,657,0,100,VERDADERO
7163.0,Constancia de No Infracción.,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Calle 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,30,1,2,Nivel 2,0,0,0,VERDADERO
7174.0,Constancia de Inscripción de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,2880,2,2,Nivel 1,135,0,100,VERDADERO
7175.0,Historial Académico de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,10,1,3,Nivel 1,497,0,100,VERDADERO
7180.0,Solicitud de exámenes ordinarios de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,15,0,3,Nivel 1,35498,0,100,VERDADERO
7181.0,Solicitud de exámenes extemporáneos de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,15,0,3,Nivel 1,212,0,100,VERDADERO
7261.0,Inscripción a Nivel Posgrado UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,2880,2,6,Nivel 3.7,54,0,100,VERDADERO
7278.0,Servicios de Laboratorio UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Calle 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Ambos,21600,2,2,Nivel 1,52,12,81.25,VERDADERO
7280.0,Servicios de Evaluación y certificación /Entidad de Certificación y Evaluación UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Ambos,43200,0,1,Nivel 1,3,0,100,VERDADERO
7281.0,Consultoría y Estudio Técnico UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Ambos,28800,1,3,Nivel 1,11,2,84.61538462,VERDADERO
7291.0,Reinscripción UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Social,2880,0,2,Nivel 4.3,943,0,100,VERDADERO
7293.0,Expedición de Historial Académico UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Social,2880,0,2,Nivel 4.3,54,0,100,VERDADERO
7328.0,Constancia de Estudios UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,10,0,1,Nivel 3.7,937,0,100,VERDADERO
7329.0,Historial Académico UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,10,0,1,Nivel 3.7,321,0,100,VERDADERO
7335.0,Entrega de apoyos a población vulnerable,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,0,0,,345,0,100,FALSO
7365.0,"Expedición de información catastral, sin certificación.",Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,4320,1,1,Nivel 1,0,0,0,VERDADERO
7389.0,Equivalencia de Estudios UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,50,1,4,Nivel 3.7,13,0,100,VERDADERO
7394.0,Certificado Parcial de Estudios y/o Carta de Pasante UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,70,0,2,Nivel 3.8,8,0,100,VERDADERO
7397.0,Reposición de credencial escolar UPE,Secretaría de Educación Pública,Universidad Politécnica de la Energía,Carretera S/N Ejido de Zaragoza 42820 San Miguel Vindho Tula De Allende,Social,4320,0,2,Nivel 1,33,0,100,VERDADERO
7429.0,Constancia de no Adeudo UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,4320,2,2,Nivel 2,50,0,100,VERDADERO
7432.0,Certificado de Estudios ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle sin numero El Saucillo 42411 El Saucillo Huichapan,Social,5760,0,2,Nivel 1,230,0,100,VERDADERO
7433.0,Constancia Escolar ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,1440,0,1,Nivel 1,235,0,100,VERDADERO
7434.0,Examen de Egreso de Licenciatura UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,20,0,1,Nivel 4.1,452,0,100,VERDADERO
7437.0,Constancia Escolar UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Bárbara 43830 Rancho Luna Zempoala,Social,1440,0,3,Nivel 3.7,200,0,100,VERDADERO
7442.0,Equivalencia de Estudios UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,15,0,3,Nivel 3.7,13,0,100,VERDADERO
7444.0,Certificación UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,45,0,2,Nivel 3.7,79,0,100,VERDADERO
7445.0,Credencial Escolar UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,15,0,1,Nivel 3.7,118,0,100,VERDADERO
7446.0,Examen Toefl UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,20,0,1,Nivel 4.1,728,0,100,VERDADERO
7447.0,Examen de Competencia Profesional UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,20,0,1,Nivel 4.1,1036,0,100,VERDADERO
7448.0,Examen Extraordinario UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,20,0,1,Nivel 4.1,2446,0,100,VERDADERO
7449.0,Recurso de Revocación Estatal,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,129600,0,3,Nivel 4.2,16,0,100,FALSO
7463.0,Historial Académico UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,70,0,1,Nivel 3.7,30,0,100,VERDADERO
7467.0,Titulación Nivel Licenciatura/Ingeniería y Posgrado UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,40,4,7,Nivel 3.9,200,0,100,VERDADERO
7477.0,Recurso de Revocación Federal,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,129600,0,3,,66,0,100,FALSO
7479.0,Curso Propedéutico UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,20,0,2,Nivel 1,450,0,100,VERDADERO
7488.0,Copias de documentos que obren en la Procuraduría Fiscal del Estado.,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,,4320,1,1,,0,0,0,VERDADERO
7501.0,Certificado Parcial UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Social,30,0,1,Nivel 1,3,0,100,VERDADERO
7502.0,Reposición de credencial UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Social,5,0,1,Nivel 1,138,0,100,VERDADERO
7524.0,Curso semipresencial ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,Social,2880,0,1,Nivel 1,680,0,100,VERDADERO
7528.0,Exámenes Generales de Egreso de la Licenciatura (EGEL) ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,Social,300,0,1,Nivel 1,130,0,100,VERDADERO
7538.0,Congresos - Simposios ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 El Saucillo Huichapan,Social,4320,0,1,Nivel 1,490,0,100,VERDADERO
7570.0,Servicios Tecnológicos tipo I (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Mixquiahuala -Tula km 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,47520,0,0,,0,0,0,VERDADERO
7582.0,Asesoría Técnica ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero Domicilio Conocido s/n, El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Ambos,14400,1,1,Nivel 1,32,0,100,VERDADERO
7584.0,Dictamen de equivalencia ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero Domicilio Conocido s/n, El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,15840,1,4,Nivel 1,0,0,0,VERDADERO
7585.0,"Curso de extensión, actualización o educación continua ITESHU.",Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,4320,1,1,Nivel 1,739,0,100,VERDADERO
7586.0,Evaluación de segunda oportunidad ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,360,0,1,Nivel 1,3350,0,100,VERDADERO
7588.0,Titulación ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,85,1,8,Nivel 1,341,0,100,VERDADERO
7591.0,Capacitación y Certificación a entrenadores Instituto Hidalguense del Deporte,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Calle 104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,Social,10,0,3,Nivel 1,200,50,80,VERDADERO
7619.0,Reposición de Credencial UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Social,2880,0,2,Nivel 4.3,7,0,100,VERDADERO
7622.0,Inscripción (CEH),Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Circuito 3 De La Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,1440,0,1,Nivel 1,26,0,100,FALSO
7626.0,Registro de Admisión (CEH),Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Boulevard 3 De la Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,1440,2,2,Nivel 1,20,0,100,VERDADERO
7628.0,"Componente Rehabilitación, Modernización y Tecnificación de Distritos de Riego.",Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera s/n Venta Prieta, Ex Centro Minero Edificio 1A, Pachuca de Soto, Hgo. 42080 Pachuca De Soto Pachuca De Soto",Ambos,14400,1,3,Nivel 2,18,0,100,FALSO
7629.0,Componente Equipamiento de Distritos de Riego.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera sn Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",Ambos,14400,1,3,Nivel 2,8,0,100,FALSO
7632.0,"Componente Rehabilitación, Modernización, Tecnificación, Equipamiento de Unidades de Riego y Proyectos Productivos en Zonas de Atención Prioritaria.",Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera sn Venta Prieta, Ex Centro Minero Edificio 1A, Pachuca de Soto, Hgo. 42080 Pachuca De Soto Pachuca De Soto",Ambos,14400,1,5,Nivel 2,80,0,100,FALSO
7663.0,Certificación de copias de documentos históricos,Oficialía Mayor,Oficialía Mayor,Calle 807 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,1440,0,0,Nivel 1,25,0,100,FALSO
7746.0,Acuerdo de autorización por cambio de domicilio,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Empresarial,259200,1,2,Nivel 1,1,0,100,VERDADERO
7805.0,Duplicado de certificado de estudios UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera S/N El Nith 42300 El Nith Ixmiquilpan,,30240,0,1,Nivel 1,0,0,0,VERDADERO
8129.0,Expedición de Certificado de Estudios UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Social,2880,0,2,Nivel 4.3,45,0,100,VERDADERO
8132.0,Historial Académico UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42350 Plutarco Elías Calles (Santiago) Zimapán,Social,1440,1,0,Nivel 1,35,0,100,FALSO
8136.0,Curso de Lengua Extranjera a Público en General y Personal Docente y Administrativo UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Ambos,2880,1,3,Nivel 1,60,0,100,VERDADERO
8142.0,Reposición de Credencial Escolar UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Bárbara 43830 Zempoala Zempoala,Social,15,0,2,Nivel 1,30,0,100,VERDADERO
8154.0,Becas UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,8,1,1,Nivel 4.1,110,33,76.92307692,FALSO
