Idtram,Tramite,TraNombre,Similitud (%),Visitas Totales,Solicitudes,Secretaria,Dependencia,Modalidad,Domicilio,tiempo_estimado_por_persona,unidad_tiempo,cantidad_atenciones_2022,cantidad_atenciones_2023,cantidad_atenciones_2024,nivel_digitalizacion,TipoTramite,TraPersona,TraResolucionesFavorables,TraResolucionesNegativas,NumRequisitos,NumFormatos,TraCosto,RangoMontoInicial,RangoMontoFinal,PermiteAgendarCita,AgendarCitaEnLinea,DescargaFormatos,ExisteAppTramite,ResolucionInmediata,Sector,QuienSolicita,ListRequisitos
11019,Verificación energética en centros de carga eléctrica con tarifa comercial hasta 25 kW.,Verificación Energética en Centros de Carga Eléctrica con Tarifa Comercial Hasta 25 kW.,60.91954023,103,0,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Semi presencial,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,20,dias,0,0,0,Nivel 1,Verificación,Ambos,0,0,6,,VERDADERO,,,1,1,,,,"Servicios profesionales, científicos y técnicos",Representante legal | Interesado,"Solicitud dirigida al Titular de la AEEH. | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Recibos de energía eléctrica del centro de carga | Fichas técnicas | Diagrama unifilar de la instalación eléctrica | Planos arquitectónicos"
11021,Verificación energética en centros de carga eléctrica con tarifa de uso domestico (DAC),Verificación Energética en Centros de Carga Eléctrica con Tarifa de Uso Domestico (DAC),62.06896552,128,0,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Semi presencial,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,20,dias,0,0,4,Nivel 1,Verificación,Social,0,0,3,,VERDADERO,,,1,1,,,,,Interesado,"Solicitud por escrito dirigida a la Titular de la Agencia Estatal de Energía de Hidalgo. | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Recibos de energía eléctrica"
11023,Inscripción Nivel Posgrado UPFIM,Inscripción Nivel Posgrado UPFIM,100,55,0,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Presencial,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,1,dias,0,6,24,Nivel 3.9,Inscripción,Social,10,0,11,,VERDADERO,,,,,,0,0,,Interesado | Padres,"Certificado oficial de estudios | Cédula Profesional | Título profesional | Certificado Médico | Registro y pago obligatorios de evaluación diagnóstica interna del dominio del idioma inglés | Curriculum Vitae | Carta de exposición de motivos | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Comprobante de Domicilio | Dos cartas de recomendación académica"
11055,Ayudas Comunitarias a Mujeres y Familias Indígenas,Ayudas Comunitarias a Mujeres y Familias Indígenas,100,60,0,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Presencial,Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,,,,,,Entrega De Apoyo,Social,0,0,6,1,FALSO,,,0,0,1,,,,Interesado,"Escrito Libre (de solicitud o petición) | Estudio Socioeconómico | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP) | Comprobante de Domicilio | Carta compromiso"
11056,Eco Estufas del Bienestar,Eco- Estufas de Bienestar,96,148,0,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Presencial,Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,10,min,0,0,864,Nivel 2,Entrega De Apoyo,Social,0,0,6,1,FALSO,,,0,0,1,,,,Interesado,"Escrito Libre (de solicitud o petición) | Estudio Socioeconómico | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP) | Comprobante de Domicilio | Carta compromiso"
11058,Mujer de Maíz,Mujer de Maíz,100,139,0,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Presencial,Calle 301 Col. Real de Minas 42090 Pachuca De Soto Pachuca De Soto,4,dias,0,0,1545,Nivel 2,Entrega De Apoyo,Social,0,0,5,1,FALSO,,,0,0,1,,,,Interesado,"Escrito Libre (de solicitud o petición) | Estudio socioeconómico | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP) | Carta compromiso"
11063,Seguridad Alimentaria,Seguridad Alimentaria,100,48,0,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Presencial,Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,10,min,0,0,1350,Nivel 2,Entrega De Apoyo,Social,0,0,5,1,FALSO,,,1,0,1,,,,Interesado,"Escrito Libre (de solicitud o petición) | Estudio Socioeconómico | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP) | Comprobante de Domicilio"
11065,Remodelación de Parques en Comunidades Indígenas,Remodelación de Parques en Comunidades Indígenas,100,22,0,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Presencial,Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,,,,,,Entrega De Apoyo,Social,0,0,5,,FALSO,,,1,0,,,,,Interesado,Oficio de solicitud | Permisos de construcción | Dictamen de impacto ambiental | Acta constitutiva | Protocolización de predios
11066,Revalidación de Estudios Bachillerato del Estado de Hidalgo,Revalidación de Estudios Bachillerato del Estado de Hidalgo,100,52,0,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Presencial,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,30,min,0,0,64,Nivel 1,Inscripción,Social,3,0,1,,VERDADERO,,,0,0,,,,,Interesado | Tutor | Padres,Comprobante de Pago del trámite
11075,Corredor Artesanal,Corredor Artesanal,100,18,0,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Presencial,Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,,,,,,Entrega De Apoyo,Social,0,0,6,,FALSO,,,1,0,,,,,Interesado,"Escrito Libre (de solicitud o petición) | Validación normativa | Dictamen de Impacto Ambiental | Acta constitutiva | Derechos de vía, servidumbre de paso, y la protocolización | Requisitos normativos"
11158,Impuesto sobre Tenencia y Refrendo Vehicular (transporte público),Impuesto sobre Tenencia y Refrendo Vehicular (transporte público),100,566,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,1,dias,17534,18746,16625,Nivel 3.7,Refrendo,Ambos,37376,0,15,,VERDADERO,,,0,0,,1,1,,Representante legal | Interesado | Tercero con carta poder,"Identificación oficial con fotografía Vigente (Credencial para Votar, Licencia de conducir, Cartilla, Pasaporte o Cédula Profesional). | Comprobante de Domicilio | Cédula de Identificación Fiscal con Registro Federal de Contribuyentes | Clave Única de Registro de Población (CURP) | Poder notarial | Acta constitutiva | Factura | Calca o fotografía del VIN impresa | Documento que acredite la legal estancia en el país en caso de ser vehículo de procedencia extranjera. | Juego de placas metálicas o Acta ante el M.P. por robo o extravío | Vehículo para su inspección física. | Oficio de autorización expedido por el Sistema de Transporte Convencional de Hidalgo. | Presentar el formato de Revista que emite SCTH, en caso de no contar con ella, presentar el vehículo para inspección física. | Contrato de Compra-Venta, Cesión de Derechos o Carta Responsiva. (El endoso deberá contener fecha, nombre y firma del vendedor) | Copia de Identificación oficial con fotografía del Vendedor en su caso."
11163,Constancia de estudios UTMIR,Constancia de estudios UTMiR,96.42857143,54,0,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Presencial,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,3,dias,90,95,203,Nivel 3.1,Constancia,Social,203,0,1,,VERDADERO,,,0,0,,,,,Interesado,Ser alumno regular
11212,Asesoría en Materia de Mantenimiento y Conservación de Parques Industriales,Asesoría en Materia de Mantenimiento y Conservación de Parques Industriales,100,4,0,Secretaría de Desarrollo Económico,Corporación de Fomento de Infraestructura Industrial,Presencial,Carretera S/N Las Colonias 42083 Pachuca De Soto Pachuca De Soto,,,,,,,Asesoría,Empresarial,0,0,,,FALSO,,,1,0,,,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Representante legal | Interesado,
11213,"Inscripción de la disolución, liquidación y de ambas cuando consten en un solo documento. (Registro Público de la Propiedad y del Comercio, personas morales)","Inscripción de la Disolución, liquidación y de Ambas cuando consten en un Solo Documento (Registro Público de la Propiedad y del Comercio) (Personas Morales) ",67.51592357,12,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Ambos,47334,0,5,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Acta de asamblea formalizada ante fedatario público y dos copias | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
11219,Acciones en materia de transversalidad de la perspectiva de género,"Acciones en materia de transversalidad de la perspectiva de género	",100,11,0,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Presencial,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,3,dias,1602,1072,1012,Nivel 1,,Empresarial,40,0,1,,FALSO,,,1,0,,,,,Interesado,Oficio de solicitud
11220,Acciones en materia de protección de los derechos humanos de las mujeres,Acciones en materia de protección de los derechos humanos de las mujeres,100,10,0,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Presencial,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,3,dias,2993,3373,3619,Nivel 1,Asesoría,Social,3373,0,2,,FALSO,,,0,0,,,,,Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP)"
11221,Apoyos asistenciales otorgados a mujeres,Apoyos asistenciales otorgados a mujeres,100,6,0,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Presencial,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,3,dias,123,162,151,Nivel 1,Entrega De Apoyo,Social,162,0,5,1,FALSO,,,1,0,0,,,,Otro | Interesado,"Estudio socio económico | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP) | Receta Médica reciente | Diagnostico médico reciente"
11222,Apoyos económicos para el bienestar físico de las mujeres,Apoyos económicos para el bienestar físico de las mujeres,100,5,0,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Presencial,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,1,dias,0,396,354,Nivel 1,Entrega De Apoyo,Social,370,0,8,1,FALSO,,,1,0,0,,,,Otro | Interesado,"Escrito libre de solicitud | IHM-ABFM-001. | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP) | Diagnóstico médico vigente, emitido por una institución pública | Escrito bajo protesta de no contar con servicios de seguridad social ISSSTE, IMSS, PEMEX, SEDENA o SEMAR | Escrito bajo protesta de decir verdad que no recibe ningún apoyo o subsidio de programas federales, estatales o municipales. | En caso de que la beneficiaria no pueda realizar los trámites de forma personal, por causa de enfermedad, discapacidad u hospitalización estos podrán ser realizados por la persona cuidadora"
11224,"Apoyos económicos para niñas y adolescentes embarazadas, madres o con plan de restitución de derechos","Apoyos económicos para niñas y adolescentes embarazadas, madres o con plan de restitución de sus derechos",98.05825243,6,0,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Presencial,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,3,dias,0,698,354,Nivel 1,Entrega De Apoyo,Social,200,3,7,1,FALSO,,,1,0,0,,,,Interesado | Tutor,"Escrito libre de solicitud | Formato IHM-AENE-001 | Radicar en el Estado de Hidalgo | Clave Única de Registro de Población (CURP) | Documento con la medida de protección especial | El trámite deberá ser realizado por la madre, padre o persona cuidadora. | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
11301,Levantamiento topográfico.,Levantamiento topográfico,98.03921569,0,0,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Presencial,Avenida 1500 Fraccionamiento Constitución 42080 Pachuca De Soto Pachuca De Soto,15,dias,0,0,0,Nivel 1,Otro,Social,6,0,3,1,VERDADERO,0.12,8.00,,,1,0,0,,Representante legal | Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Documento que acredite la propiedad. | Comprobante de Pago del trámite"
11316,Constancia de estudios UTT,Constancia de estudios UTT,100,0,0,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,Presencial,Calle 301 Las Presas 43645 Tulancingo De Bravo Tulancingo De Bravo,,,,,,,Constancia,Social,2040,0,1,,VERDADERO,,,,,,0,0,,Interesado,Ser alumno activo de la institución.
11218,Constancia de Estudios UTSH,Constancia de estudios UTSH,66.66666667,2,0,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Presencial,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,,,,,,,Constancia,Social,606,0,1,,VERDADERO,,,0,0,,,,,Interesado,Comprobante de Pago del trámite
11008,Verificación energética en centros de carga eléctrica con tarifa empresarial menor a 100 kW.,Verificación Energética en Centros de Carga Eléctrica con Tarifa Empresarial menor a 100 kW.,59.7826087,89,0,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Semi presencial,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,20,dias,0,0,0,Nivel 1,Verificación,Empresarial,0,0,6,,VERDADERO,,,1,1,,,,"Servicios profesionales, científicos y técnicos",Representante legal | Interesado,"Solicitud dirigida a la Titular de la AEEH | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Recibos de Energía Eléctrica | Fichas técnicas | Diagrama Unifilar de la instalación eléctrica del inmueble con cuadro de cargas. | Plano Arquitectónico"
442,"Talleres, Pláticas y Conferencias sobre Habilidades de vida para Niñas, Niños y Adolescentes","Talleres, Platicas y Conferencias sobre habilidades de vida en niñas, niños y adolescentes",57.14285714,537,0,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Presencial,Boulevard s/n Periodistas 42060 Pachuca De Soto Pachuca De Soto,,dias,478,1340,537,,,Social,1274,0,5,,FALSO,,,1,1,,,,,Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Comprobante de Domicilio | Clave Única de Registro de Población (CURP) | Constancia de estudios | Acta de nacimiento"
10928,Pago de multa por incomparecencia del patrón en el procedimiento de conciliación,Pago de Multa por incomparecencia del Patrón,56.4516129,251,0,Secretaría de Trabajo y Previsión Social,Centro de Conciliación Laboral del Estado de Hidalgo,Presencial,Avenida 394 La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,,,,,,,Pago,Ambos,690,0,,,VERDADERO,,,0,0,,,,,Interesado,
5061,"Por cada foja digitalizada, archivo informático y disco óptico que se utilice para entregar los documentos a que se refieren las fracciones I a III","Por cada Foja, Archivo Informático y Disco Óptico que se utilice para entregar los Documentos a que se refieren las Fracciones I a III",69.75088968,182,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Ambos,47334,0,4,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
8275,Certificado de Estudios UPH,Certificación de estudios UPH,64.28571429,64,0,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Presencial,Calle S/N Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,48,hrs,199,97,85,Nivel 2,Certificación,Social,125,0,1,,VERDADERO,,,0,0,,,,,Interesado,Comprobante de Ingresos
6893,Constancia de Estudios UPMH,Constancia de estudios UPMH,66.66666667,402,1348,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Presencial,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,3,hrs,1084,1348,1514,Nivel 3.7,Constancia,Social,1348,0,1,,VERDADERO,,,,,,1,0,,Interesado | Tercero con carta poder,Comprobante de pago en plataforma METRONET
6896,Reposición de la Credencial de la UPMH por pérdida,Expedición y Reposición de Credencial UPMH,65.2173913,165,0,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Presencial,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,3,dias,377,548,564,Nivel 3.7,Credencial,Social,548,0,1,,VERDADERO,,,,,,1,0,,Interesado,Comprobante de pago en plataforma METRONET
7441,Reposición de credencial ITESHU.,Reposición de Credencial ITESHU,63.49206349,558,0,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Presencial,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",24,hrs,6,8,0,Nivel 1,Credencial,Social,8,0,1,,VERDADERO,,,,,,,,,,Comprobante de Pago del trámite
7536,Publicación de Artículo en Congreso ITESHU.,Publicación de artículo en congreso ITESHU.,58.13953488,169,0,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Presencial,Calle S/N El Saucillo 42411 Huichapan Huichapan,87,dias,11,8,0,Nivel 1,Otro,Social,8,0,3,,VERDADERO,,,,,,1,1,,Interesado,Datos del Solicitante | Comprobante de Pago del trámite | Artículo científico 
773,Inspección Vehicular para Unidades Autorizadas por el Sistema de Transporte Convencional,Inspección Vehicular para unidades de Transporte Público o Privado,57.14285714,1134,14361,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Presencial,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,30,min,6459,14361,7272,Nivel 2,Otro,Social,0,0,4,1,VERDADERO,4.00,4.00,0,0,0,,,,Interesado,1. Pago de los derechos anuales. | 2. Póliza de Seguro Vigente con su pago original. | 3. Tarjeta de Circulación original. | 4. Imagen Cromática original.
10977,Quejas administrativas en contra de las y los Notarios Públicos durante el ejercicio de su función,Quejas Administrativas en Contra de los Notarios Públicos Durante el Ejercicio de su Función,56.84210526,37,0,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Presencial,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,,dias,,,,,Otro,Ambos,0,0,,,FALSO,,,1,0,,,,,Interesado,
973,Cotejo de documentos no autentificados que deben destinarse al apéndice (Registro Público de la Propiedad y del Comercio),Cotejo de Documentos no Autentificados que deben Destinarse al Apéndice,54.16666667,147,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,15,dias,493,518,525,Nivel 3.5,Otro,Ambos,47334,0,5,,VERDADERO,,,,,,,,,,"Solicitud de ingreso | Comprobante de Pago del trámite | Presentar los documentos que carecen de firma original | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
7500,Constancia Escolar UTTT,Constancia de Estudios UTTT,76,267,2730,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Presencial,Calle 1000 El 61 42830 Tula De Allende Tula De Allende,10,min,1683,1036,902,Nivel 1,Constancia,Social,975,0,1,,VERDADERO,,,0,0,,,,,Interesado | Tercero con carta poder,Comprobante de Pago del trámite
8267,Trámite de Equivalencia de Estudios UPH,Equivalencia de estudios UPH,62.68656716,120,0,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Presencial,Calle S/N Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,2,meses,2,2,0,Nivel 2,Otro,Social,7,0,8,1,VERDADERO,,,0,0,1,,,,Interesado,Comprobante de Pago del trámite | Acta de nacimiento | Clave Única de Registro de Población (CURP) | Certificado de estudios | Comprobante de Domicilio | Certificado Parcial | Solicitud de Ficha | Comprobante de Pago del trámite
1004,"Inscripción de convenios para fraccionar, lotificar o subdividir un predio (zonas urbanas, residenciales e industriales). (Registro Público de la Propiedad y del Comercio)","Inscripción de Convenios para Fraccionar, Lotificar o Subdividir un Predio (Zonas Urbanas, Residenciales e Industriales)",59.79381443,1733,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,15,dias,6200,6698,6730,Nivel 3.5,Otro,Ambos,47334,0,7,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Permiso expedido por la secretaría de obras públicas protocolizado ante notario público | Plano del lote | Memoria descriptiva por cada lote en medios electrónicos | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
1005,Inscripción de créditos refaccionarios de habilitación o avío agrícola. (Registro Público de la Propiedad y del Comercio),Inscripción de Créditos Refaccionarios o de habilitación o Avío Agrícola,55.95854922,212,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,15,dias,18,21,29,Nivel 3.5,Otro,Ambos,47334,0,4,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
820,"Reposición de Placas por robo, Extravío o Robo de Unidades Autorizadas por el Sistema de Transporte Convencional","Reposición de Placas por robo, extravío o robo de unidad del Transporte Público o Privado",58.70646766,10164,0,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Presencial,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,30,min,115,92,112,Nivel 2,Otro,Social,0,0,5,1,VERDADERO,5.00,25.00,0,0,0,,,,Interesado | Tercero con carta poder,"1. Solicitud General para Trámites | 2. Tarjeta de circulación de la unidad | 3. Póliza de seguro vigente con la cobertura que señala la Ley (Ticket de pago y endoso de no cancelable) | 4. Averiguación previa o acta circunstanciada certificada levantada o ratificada por el titular de la concesión o permiso ante el Ministerio Público | 5. Constancias de NO infracción que expidan las Autoridad Federal (SCT), Estatal, Municipal (presidencia de donde presta el servicio), de la SEMARNAT (Secretaria del Medio Ambiente y Recursos Naturales) y del STCH (Sistema de Transporte Convencional de Hidalgo)"
8479,Reporte Ciudadano en Materia de Protección Civil,Reporte Ciudadano,52.30769231,334,0,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Presencial,Avenida 903 Revolución 42060 Pachuca De Soto Pachuca De Soto,20,dias,247,382,334,Nivel 1,,Ambos,0,0,,,FALSO,,,0,0,,,,,Representante legal | Interesado | Tutor | Padres | Tercero con carta poder,
7349,Ingreso a Casa de Día del Sistema DIF Hidalgo,Ingreso a Casa de Dia María Elena Ramírez de Lozano,56.25,4668,0,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Presencial,Calle 102 Centro 42000 Pachuca De Soto Pachuca De Soto,,,,,,,,Social,1566,0,8,,FALSO,,,0,0,,,,,Interesado,"Carta de exposición de motivos | Comprobante de Domicilio | Otro | Acta de nacimiento | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Fotografías del solicitante"
497,Préstamos prendarios,Préstamos Prendarios,50,686,0,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Presencial,Calle 104 El Palmar 42030 Pachuca De Soto Pachuca De Soto,,dias,1148,1526,686,,,Social,1318,0,2,,FALSO,,,,,,,,,,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Bien mueble o prenda en garantía en buenas condiciones físicas y de operación con accesorios completos"
1650,Historial Académico UTMIR,Historial académico UTMiR,56,161,0,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Presencial,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,3,dias,35,45,19,Nivel 3.1,Consulta,Social,19,0,1,,VERDADERO,,,0,0,,,,,Interesado,Expediente completo en servicios escolares
10607,"Proceso y trámite de Adopción de Niñas, Niños y Adolescentes",Proceso y Trámite de Adopción,58.42696629,195,0,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Presencial,Calle 118 Centro 42000 Pachuca De Soto Pachuca De Soto,,,,,,,,Social,7231,0,,,FALSO,,,,,,,,,,
11059,Por si las Lluvias,Por si las lluvias,55.55555556,199,0,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Presencial,Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,10,min,0,0,4066,Nivel 2,Entrega De Apoyo,Social,0,0,6,1,FALSO,,,0,0,1,,,,Interesado,"Escrito Libre (de solicitud o petición) | Estudio Socieconómico | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP) | Comprobante de Domicilio | Carta compromiso"
1702,Alta Provisional de Albacea de la Concesión del Servicio Público,Alta Provisional de Albacea de Concesionario,72.22222222,578,0,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Presencial,Calle 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Social,0,0,14,1,VERDADERO,5.00,5.00,0,0,0,,,,Interesado,"1. Solicitud General para Trámites | Acta constitutiva | Identificación Oficial (IFE, INE o Pasaporte Vigente) | 4. Constancia de Situación Fiscal (no mayor a tres meses). | 5. Comprobante de domicilio actual (no mayor a tres meses). | 6. Constancia de no antecedentes penales (original no mayor a un mes). | 7.- Copia certificada de la designación judicial del albacea inscrito en el Registro Público de la Propiedad del Comercio del Distrito Judicial correspondiente en el juicio sucesorio in testamentario o testamentario. | 8. Licencia Vigente CLASE A de chofer del Estado de Hidalgo(operador). | 9. Tarjetón vigente emitido por el Sistema de Transporte Convencional de Hidalgo(operador). | 10. Factura expedida a nombre del titular o del solicitante endosada a su favor. | 11. Tarjeta de circulación o baja. | 12. Recibo de último pago de tenencia. | 13. Verificación actual o carta compromiso. | 14. Póliza de seguro de la unidad (ticket de pago)."
5205,Consejería en Salud Sexual y Reproductiva para Mujeres Jóvenes,Consejería en Salud Sexual y Reproductiva,79.61165049,297,0,Secretaría de Gobierno,Ciudad de las Mujeres,Presencial,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,50,min,0,0,0,,Asesoría,Social,181,0,,,FALSO,,,1,0,,,,,Tutor | Padres,
1655,Ortofoto a color escala 1:1000 derivado de vuelo con Dron.,"Ortofoto a color, derivado de vuelo de Dron",79.20792079,258,0,Secretaría de Hacienda,Instituto Catastral,Presencial,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,3,dias,0,0,0,,Otro,,0,0,4,,VERDADERO,,,1,1,,,,,Interesado,Escrito Libre (de solicitud o petición) | Croquis de Localización | Archivo digital con el polígono de cubrimiento | Comprobante de Pago del trámite
1658,Dictaminación de Avalúos (Catastral),Dictaminación de Avalúos,80,548,0,Secretaría de Hacienda,Instituto Catastral,Presencial,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,9,dias,2,2,4,Nivel 1,Otro,,0,0,9,,VERDADERO,,,1,1,,,,,Otro,"Solicitud de dictamen de avalúo | Avalúo a dictaminar | Comprobante de Pago del trámite | Escrituras del Predio | Boleta Predial Vigente | Plano Topográfico | Constancia de uso del suelo | Listado de bienes distintos a la tierra, y de construcciones afectadas | Presentar reporte fotográfico, en caso de existir construcciones incluir fotografías del interior y azoteas"
